"File","Line","Method","Route","Middleware / handler"
"talent-hiring.js","188","GET","/api/talent/me/blocked-companies",", authRequired, requireDb, requireStudent, async (req, res) => {"
"talent-hiring.js","192","DELETE","/api/talent/me/blocked-companies/:companyId",", authRequired, requireDb, requireStudent, async (req, res) => {"
"talent-hiring.js","198","GET","/api/talent/contact-requests/:id/messages",", authRequired, requireDb, async (req, res) => {"
"talent-hiring.js","205","POST","/api/talent/contact-requests/:id/messages",", authRequired, requireDb, async (req, res) => {"
"talent-hiring.js","220","GET","/api/talent/shortlists",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","240","POST","/api/talent/shortlists",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","246","DELETE","/api/talent/shortlists/:id",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","255","POST","/api/talent/shortlists/:id/candidates",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","266","DELETE","/api/talent/shortlists/:id/candidates/:studentId",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","275","GET","/api/talent/shortlists/:id/export.csv",", authRequired, requireDb, requireRecruiter, async (req, res) => {"
"talent-hiring.js","292","POST","/api/talent/reports",", authRequired, requireDb, async (req, res) => {"
"talent-hiring.js","299","GET","/api/admin/talent/reports",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","304","POST","/api/admin/talent/reports/:id/resolve",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","308","POST","/api/admin/talent/reports/:id/dismiss",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","314","POST","/api/admin/talent/profiles/:userId/unpublish",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","324","POST","/api/admin/talent/projects/:id/unpublish",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","336","GET","/api/admin/talent/analytics",", authRequired, adminRequired, requireDb, async (req, res) => {"
"talent-hiring.js","360","GET","/talent/interest",", (req, res) => res.sendFile(path.join(__dirname, 'public', 'talent-interest.html')));"
"showcase.js","69","GET","/showcase",", (req, res) => res.sendFile(path.join(__dirname, 'public', 'showcase.html')));"
"showcase.js","87","GET","/showcase/p/:id",", (req, res) => {"
"showcase.js","132","GET","/api/showcase/feed",", authRequired, (req, res) => {"
"showcase.js","136","GET","/api/showcase/posts/:id",", authRequired, (req, res) => {"
"showcase.js","143","POST","/api/showcase/posts",", authRequired, limitCreatePost, upload.array('images', r2.MAX_IMAGES_PER_POST), async (req, res) => {"
"showcase.js","181","DELETE","/api/showcase/posts/:id",", authRequired, limitDeletePost, (req, res) => {"
"showcase.js","190","DELETE","/api/showcase/comments/:id",", authRequired, limitDeletePost, (req, res) => {"
"showcase.js","204","POST","/api/showcase/posts/:id/like",", authRequired, limitLike, (req, res) => {"
"showcase.js","209","DELETE","/api/showcase/posts/:id/like",", authRequired, limitLike, (req, res) => {"
"showcase.js","216","POST","/api/showcase/posts/:id/comments",", authRequired, limitComment, (req, res) => {"
"showcase.js","224","POST","/api/showcase/report",", authRequired, limitReport, (req, res) => {"
"showcase.js","232","GET","/api/showcase/moderation/queue",", authRequired, teacherOrAdmin, (req, res) => {"
"showcase.js","235","POST","/api/showcase/moderation/:id/action",", authRequired, teacherOrAdmin, limitModeration, (req, res) => {"
"showcase.js","244","USE","/api/showcase",", router);"
